abject	abyecto
properly_debidamente	debidamente
properly	endebidaforma
proportionally	proporcionalmente
proportionately	proporcionalmente
provisionally	provisionalmente
psychologically	psicológicamente
publicly	públicamente
purely	puramente
purportedly	supuestamente
purposely	expresamente
quick	rápidamente
fast	rápidamente
quickly	deprisa
quickly	rápidamente
quietly	abajo
quitealot	bastante_quitealot
radically	radicalmente
rapidly	rápidamente
rarely	raramente
rather	bastante
readily	fácilmente
rather	másbien
really	realmente
reasonably	razonablemente
recently	recientemente
recently	recién
regardless	atodacosta
regularly	porloregular
regularly_regularmenteD	regularmente
relatively	relativamente
reluctantly	aregañadientes
remarkably	extraordinariamente
repeatedly	repetidamente
reportedly	segúnsedice
respectively	respectivamente
right	bien
rightaway	enseguida
rightoff	inmediatamente
rightthrough	completamente
rightly_correctamenteD	correctamente_rightly
roughly	aproximadamente
roundly	rotundamente
sadly	tristemente
safely	sinincidentes
satisfactorily	satisfactoriamente
scarcely	difícilmente
second	ensegundolugar
secretly	ensecreto
seldom	raramente
separately	separadamente
separately	porseparado
seriously	seriamente
seriously	enserio
seriouslynow	seriamente
severely	severamente
sexually	sexualmente
sharply	bruscamente
shortly	dentrodepoco
shyly	tímidamente
sideways	delado
significantly	significativamente
similarly	demodoparecido
simply	lisayllanamente
simply	sencillamente
simply	simplemente
simultaneously	paralelamente
simultaneously	simultáneamente
simultaneously	alalimón
since	desdeentonces
sincerely	sinceramente
singlefile	enfilaindia
slightly	ligeramente
slightly	livianamente
slow	despacio
slowly	despacio
slowly	lentamente
slowly	apasodetortuga
somuch	tanto
somuch	tanto
somuch	tanto
socially	socialmente
softly	suavemente
solely	sólo
solemnly	solemnemente
some	unpoco
sometime	enalgúnmomento
sometimes	aveces
somewhat	unpoco
soon	pronto_soonD
sooner	máspronto
south	alsur
southeast	alsureste
southwest	alsuroeste
specially	especialmente
specifically	concretamente
specifically	específicamente
specifically	específicamente
spectacularly	espectacularmente
spontaneously	espontáneamente
squatting	encuclillas
steadily	firmemente
still	aún
still	todavía
straight	apaloseco
straight	directamente_straight
straightaway	enseguida
straightthrough	completamente
strategically	estratégicamente
strictly	estrictamente
strongly	fuertemente
subsequently	posteriormente
substantially	substancialmente
substantially	sustancialmente
subtly	sutilmente
successfully	conéxito
suddenly	derepente
suddenly	debuenasaprimeras
suddenly	degolpeyporrazo
sufficiently	suficientemente
supposedly	presuntamente
sure	seguro
sureenough	efectivamente
surely	seguramente
surprisingly	asombrosamente_surprisingly
surprisingly	sorprendentemente
suspiciously	sospechosamente
swiftly	rápidamente
symbolically	simbólicamente
systematically	porsistema
systematically	sistemáticamente
technically	técnicamente
temporarily	temporalmente
terribly	terriblemente
thankfully	afortunadamente
theotherwayaround	alrevés
thesame	igual
thenandthere	enseguida
theoretically	teóricamente
there	allá
there	allí
thereagain	además
thereandthen	enseguida
thereafter	después
thereby	así
therefore	portanto
thisway	deestemodo
thisyear	esteaño
though	aunasí
throughthickandthin	contravientoymarea
throughout	portodaspartes
thus	así
tightly	angostamente
tightly	estrechamente_tightly
timeandtimeagain	repetidamente
toalargeextent	sobremanera
toalargeextent	engranmedida
tobeserious	seriamente
tocapacity	completamente
tonoeffect	inútilmente
torightandleft	adiestroysiniestro
toscale	aescala
totellthetruth	adecirverdad
totheground	completamente
totheleft	alaizquierda
totheletter	alpiedelaletra
totheright	aladerecha
totheutmost	amásnopoder
today	hoy
tomorrow	mañana
tonight	estanoche
too	también
toomuch	demasiado
totally	cabalmente
totally	detodopunto
totally	totalmente
totally	totalmente
traditionally	tradicionalmente
tragically	trágicamente
tragically	trágicamente
truly	verdaderamente
truly	verdaderamente
twice	dosveces
typically	típicamente
ultimately	finalmente
unanimously	unánimemente
unbelievably	increíblemente
unbidden	espontáneamente
under	debajo
undercover	ensecreto
underthecounter	bajocuerda
undoubtedly	indudablemente
unexpectedly	inesperadamente
unfairly	injustamente
unfortunately	pordesgracia
unfortunately	desafortunadamente
unilaterally	unilateralmente
unintentionally	involuntariamente
universally	universalmente
untilnomoreisneedednordesired	hastalasaciedad
unusually	inusualmente
unwillingly	adisgusto
up	arriba
upforgrabs	amano
uppermost	encima
upstream	ríoarriba
upward	arriba
upwards	haciaarriba
urgently	apremiantemente
urgently	urgentemente
usually	habitualmente
usually	normalmente
utterly	absolutamente
vertically	verticalmente
verymuch	mucho
viceversa	viceversa
virtually	virtualmente
visibly	visiblemente
voluntarily	voluntariamente
weekinweekout	continuamente
weekly	semanalmente
well	bien
west	aloeste
whateverhappens	paseloquepase
when	cuándo
where_adónde	adónde
where_dóndeD	dónde
where	dónde
wholesale	alpormayor
wholly	completamente
why	porqué
wideopen	deparenpar
widely	ampliamente_widelyD
willingly	debuengrado
willinglyorbyforce	degradooporfuerza
withgreatdifficulty	atrancasybarrancas
withgreatdifficulty	congrandificultad
withgreatpain	congrandolordelcorazón
withgreatpain	congrandolor
withimpunity	impunemente
withonemind	unánimemente
withutmostdifficulty	aduraspenas
within	dentro
withinreason	razonablemente
withinsightdistance	alalcancedelavista
withoutapurpose	sintonnison
withoutapurpose	sinningúnpropósito
withouthavinganythingtodowithit	sincomerlonibeberlo
withoutpaying	degorra
withoutsayingaword	sindecirestabocaesmía
withouttakingprecautions	sinencomendarseniaDiosnialdiablo
wonderfully	maravillosamente
wonderfully	alasmilmaravillas
worldwide	mundialmente
wrong	mal
wrongly	erróneamente
wrongly	erróneamente
yes	sí
yesterday	ayer
yet	aún
yet	todavía
yet	todavía
ready	apunto
rate	tasa_rate
tax	tasa_taxD
infantmortalityrate	tasademortalidadinfantil
taxhaven	paraísofiscal
JamesI	JacoboI
JamesII	JacoboII
JamesI	JaimeI
JamesII	JaimeII
IgnatiusofAntioch	IgnaciodeAntioquía
Theophorus	Theóforo
SaintIrenaeus	SanIreneo
JohnPaulI	JuanPabloI
JohnPaulII	JuanPabloII
BenedictI	BenedictoI
BenedictII	BenedictoII
BenedictIII	BenedictoIII
BenedictIV	BenedictoIV
BenedictV	BenedictoV
BenedictVI	BenedictoVI
BenedictVII	BenedictoVII
BenedictVIII	BenedictoVIII
BenedictIX	BenedictoIX
BenedictX	BenedictoX
BenedictXI	BenedictoXI
BenedictXII	BenedictoXII
BenedictXIII	BenedictoXIII
BenedictXIV	BenedictoXIV
BenedictXV	BenedictoXV
BenedictXVI	BenedictoXVI
JohnI	JuanI
JohnII	JuanII
JohnIII	JuanIII
JohnIV	JuanIV
JohnV	JuanV
JohnVI	JuanVI
JohnVII	JuanVII
JohnVIII	JuanVIII
JohnIX	JuanIX
JohnX	JuanX
JohnXI	JuanXI
JohnXII	JuanXII
JohnXIII	JuanXIII
JohnXIV	JuanXIV
JohnXV	JuanXV
JohnXVI	JuanXVI
JohnXVII	JuanXVII
JohnXVIII	JuanXVIII
JohnXIX	JuanXIX
JohnXX	JuanXX
JohnXXI	JuanXXI
JohnXXII	JuanXXII
JohnXXIII	JuanXXIII
ClementI	ClementeI
ClementII	ClementeII
ClementIII	ClementeIII
ClementIV	ClementeIV
ClementV	ClementeV
ClementVI	ClementeVI
ClementVII	ClementeVII
ClementVIII	ClementeVIII
ClementIX	ClementeIX
ClementX	ClementeX
ClementXI	ClementeXI
ClementXII	ClementeXII
ClementXIII	ClementeXIII
ClementXIV	ClementeXIV
LeoI	LeónI
LeoII	LeónII
LeoIII	LeónIII
LeoIV	LeónIV
LeoV	LeónV
LeoVI	LeónVI
LeoVII	LeónVII
LeoVIII	LeónVIII
LeoIX	LeónIX
LeoX	LeónX
LeoXI	LeónXI
LeoXII	LeónXII
LeoXIII	LeónXIII
Xerxes	Jerjes
Xerxes	Xerxes
ElizabethI	IsabelI
ElizabethII	IsabelII
IsabellaIofCastile	IsabelIlaCatólica
CountDracula	CondeDrácula
Dracula	Drácula
VladDracula	VladDraculea
VladIIIDracula	VladIIIDraculea
VladDraculaTepes	VladDraculeaTepes
VladIIItheImpaler	VladIIIelEmpalador
VladtheImpaler	VladelEmpalador
AlbrechtDürer	AlbertoDurero
AlexandertheGreat	AlejandroMagno
AlexandreDumas	AlejandroDumas
AlbertIofMonaco	AlbertoIdeMónaco
AlbertIIofMonaco	AlbertoIIdeMónaco
AlbertofMonaco	AlbertodeMónaco
StéphanieofMonaco	EstefaníadeMónaco
Xenocrates	Jenócrates
Jehovah	Jehová
Isocrates	Isócrates
Socrates	Sócrates
AustroHungarianEmpire	ImperioAustrohúngaro
Seville	Sevilla
Málaga	Málaga
Malaga	Málaga
BrettonWoods	BrettonWoods
BrettonWoodsAgreement	AcuerdodeBrettonWoods
BritishWestIndies	Antillasinglesas
Czechoslovakia	Checoslovaquia
CzechRepublic	RepúblicaCheca
DowJones	DowJones
RealitateaTV	RealitateaTV
Conducator	Conducator
Prompsit	Prompsit
Autodesk	Autodesk
Yahoo	Yahoo
BritishAirways	BritishAirways
Friendfeed	Friendfeed
Dopplr	Dopplr
iTunes	iTunes
IHeardItOn	IHeardItOn
Bing	Bing
MicrosoftBing	MicrosoftBing
NewYorkTimes	NewYorkTimes
WallStreetJournal	WallStreetJournal
Nike	Nike
Garmin	Garmin
FirstWorldWar	PrimeraGuerramundial
WorldBank	BancoMundial
ColdWar	GuerraFría
GermanDemocraticRepublic	RepúblicaDemocráticaAlemana
FederalRepublicofGermany	RepúblicaFederalAlemana
Facebook	Facebook
Flickr	Flickr
inasingleplace	enunsololugar
InternationalBankforReconstructionandDevelopment	BancoInternacionaldeReconstrucciónyFomento
GreatDepression	GranDepresión
BattleofAusterlitz	batalladeAusterlitz
AthleticBilbao	AthleticClubBilbao
GreatWar	GranGuerra
NewYorkStockExchange	BolsadeNuevaYork
NewYorkStockExchange	BolsadeValoresdeNuevaYork
SecondWorldWar	SegundaGuerramundial
Web	Web
EuropeanDefenceAgency	AgenciaEuropeadeDefensa
StJamessPalace	PalaciodeStJames
BuckinghamPalace	PalaciodeBuckingham
WorldWarI	PrimeraGuerramundial
WorldWarII	SegundaGuerramundial
breadwinner	sosténdelafamilia
Jacobite	jacobita
jacobite	jacobita
lapidarian	lapidario
lysosomal	lisosomal
unilineal	unilineal
ambilineal	ambilineal
duolineal	duolineal
tetartoidal	tetartoidal
unguligrade	ungulígrado
pyrophilous	pirófilo
thermophilous	termófilo
psammophilous	arenícola
solarcooker	cocinasolar
stability	estabilidad
stockexchange	bolsadevalores
stockmarket	mercadodevalores
USSR	URSS
SA	SA
NASDAQ	NASDAQ
EPPED	PPEDE
NYSE	NYSE
MikhailGorbachev	MijaílGorbachov
MikhailSergeyevichGorbachev	MijaílSergeyevichGorbachov
VyacheslavMolotov	ViacheslavMólotov
VyacheslavMikhailovichMolotov	ViacheslavMijáilovichMólotov
BrettonWoodssystem	sistemadeBrettonWoods
InternationalMonetaryFund	FondoMonetarioInternacional
EuropeanPeoplesParty	PartidoPopularEuropeo
Greenpeace	Greenpeace
ParisBourse	BolsadeParis
PhoneyWar	Guerradebroma
PragueSpring	PrimaveradePraga
WarsawPact	PactodeVarsovia
TreatyofFriendshipCooperationandMutualAssistance	TratadodeAmistadColaboraciónyAsistenciaMutua
NorthAtlanticTreatyOrganization	OrganizacióndelTratadodelAtlánticoNorte
FTSE	FTSE
Fortune	Fortune
SP	SP
SPTSX	SPTSX
CAC	CAC
Ibex	Ibex
exchangerate	tipodecambio
fiatcurrency	dinerofiduciario
legaltender	monedadecursolegal
rescueplan	planderescate
financialrescueplan	planderescatefinanciero
goldexchangestandard	patróndecambiooro
goldstandard	patrónoro
goldcoinstandard	patróncambiooro
goldcoinstandard	patróncambiooro
monetarypolicy	políticamonetaria
poundsterling	libraesterlina
SecretaryGeneral	SecretarioGeneral
SecretaryGeneral	SecretarioGeneral
nomansland	tierradenadie
princeelector	príncipeelector
electoralprince	príncipeelectoral
PanGermanism	pangermanismo
earlyrepayment	amortizaciónanticipada
retreat	retroceder_retreatD
nail	clavar
sink	hundirse
sink	hundir
shrink	encoger
stink	apestar
shrinking	retroceso
takerefuge	refugiarse
takeresponsibility	responsabilizarse
reservecurrency	monedadereserva
anchorcurrency	monedadereserva
microwaveoven	hornomicroondas
microwaveoven	hornodemicroondas
microwave	microonda
pressconference	ruedadeprensa
dear	querido
diffuse	difuso
commerciallyorienteddomain	dominioorientadocomercialmente
commerciallyoriented	orientadocomercialmente
banking	bancario
addressee	destinatario
addressee	destinatario
pertaining	perteneciente
free	gratis
cancellation	anulación_cancellationD
cancellation	cancelación
cession	cesión
confirmation	confirmación
fulfillment	cumplimiento
quota	cuota
return	devolución
file	fichero
mail	mail
mail	mensajería
menu	menú
annoyance	molestia
leisure	ocio
privacy	privacidad
rectification	rectificación
server	servidor
spirit	ánimo_spiritD
encouragement	ánimo_encouragement
cancel_anular	anular_cancelD
support	apadrinar
warn	avisar
offer	brindar
yield	ceder
collaborate	colaborar
discriminate	discriminar
have	disponer
demand	exigir
give	obsequiar
fillup	rellenar_fillupD
terminate	rescindir
exceed	sobrepasar
take	tardar
visualise	visualizar
online	online
explanation	aclaración
orientative	orientativo
pdf	pdf
impaler	empalador
impaler	empalador
subscriber	suscriptor
subscriber	suscriptor
universality	universalidad
computation	computación
cloudcomputing	computaciónennube
cloudcomputing	cloudcomputing
blog	blog
capitalletter	mayúscula
box	casilla
online	online
online	online
mail	estafeta
preordering	preventa
ddmmyyyy	ddmmaaaa
link	link
bestseller	bestseller
website	website
email	email
bookseller	librero
bookseller	librero
http	http
https	https
mp	mp
jan	ene
feb	feb
mar	mar
apr	abr
may	may
jun	jun
jul	jul
aug	ago
sep	sep
oct	oct
nov	nov
dec	dic
att	att
unit	ud
inc	inc
certifier	certificador
cumulative	acumulable
offline	offline
offline	offline
truthful	veraz
Explorer	Explorer
VíadelasdosCastillas	VíadelasdosCastillas
Calpe	Calpe
Espasa	Espasa
EspasaCalpe	EspasaCalpe
Complejotica	Complejotica
casadellibrocom	casadellibrocom
Netscape	Netscape
VeriSign	VeriSign
Visa	Visa
VisaElectron	VisaElectron
Trust	Trust
Pozuelo	Pozuelo
PozuelodeAlarcón	PozuelodeAlarcón
discontinue	descatalogar
discontinue	interrumpir
scheme	maquinar
boyfriend	novio
girlfriend	novio
bride	novio
bridesmaid	damadehonor
timeframe	margendetiempo
voyeurism	voyerismo
fedup	harto
narrowly	porpoco
inmyopinion	amijuicio
inhisopinion	asujuicio
Abyssinia	Abisinia
Abidjan	Abiyán
Alabama	Alabama
Albania	Albania
Alsace	Alsacia
CentralAmerica	AméricaCentral
NorthAmerica	AméricadelNorte
Angola	Angola
Antarctica	Antártida
Antònia	Antònia
Appalachians	Apalaches
Apia	Apia
Arkansas	Arkansas
Armenia	Armenia
Aruba	Aruba
Augsburg	Augsburgo
Azerbaijan	Azerbaiyán
Azores	Azores
Bahamas	Bahamas
Balkans	Balcanes
Bangladesh	Bangladesh
Bangui	Bangui
Banjul	Banjul
Barbados	Barbados
Belize	Belice
Benet	Benet
Benin	Benín
Bermuda	Bermudas
Bermuda	Bermudas
Byelorussia	Bielorrusia
Belarus	Belarús
Guantánamo	Guantánamo
GuantánamoBay	BahíadeGuantánamo
Yorkshire	Yorkshire
Burma	Birmania
Botswana	Botsuana
Brasilia	Brasilia
BruneiDarussalam	Brunéi
BuenosAires	BuenosAires
BurkinaFaso	BurkinaFaso
Burundi	Burundi
Bàrbara	Bàrbara
Canberra	Camberra
Cambodia	Camboya
Ceylon	Ceilán
Clàudia	Clàudia
IvoryCoast	CostadeMarfil
Eritrea	Eritrea
Philadelphia	Filadelfia
Fiji	Fiyi
Gabon	Gabón
TheGambia	Gambia
Gambia	Gambia
Greenland	Groenlandia
Guyana	Guayana
Guyana	Guyana
Hamburg	Hamburgo
Honduras	Honduras
Iran	Irán
Iraq	Iraq
Iraq	Irak
BalearicIslands	IslasBaleares
EasterIsland	IsladePascua
MarchenaIsland	IslaMarchena
IslaMarchena	IslaMarchena
BearIsland	IsladelOso
BearIsland	IsladelosOsos
ChannelIslands	IslasdelCanal
ChannelIslands	IslasAngloNormandas
ChannelIslands	IslasAnglonormandas
CanaryIslands	IslasCanarias
VirginIslands	IslasVírgenes
BritishVirginIslands	IslasVírgenesBritánicas
UnitedStatesVirginIslands	IslasVírgenesdelosEstadosUnidos
MagdalenIslands	IslasdelaMagdalena
SouthIsland	IslaSur
NorthIsland	IslaNorte
BritishIsles	IslasBritánicas
AleutianIslands	IslasAleutianas
WindwardIslands	IslasdeBarlovento
IonianIslands	IslasJónicas
LeewardIslands	IslasdeSotavento
FriendlyIslands	IslasdelosAmigos
NewSiberianIslands	IslasdeNuevaSiberia
FalklandIslands	IslasMalvinas
Falklands	Malvinas
MarianaIslands	IslasMarianas
MarquesasIslands	IslasMarquesas
MalukuIslands	IslasMolucas
CaymanIslands	IslasCaimán
CookIslands	IslasCook
MarshallIslands	IslasMarshall
Jersey	Jersey
Júlia	Júlia
Kazakhstan_KazajistánD	Kazajistán
Kurdistan	Kurdistán
Kuwait	Kuwait
